timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1723914000,Aug 17 2024 - 5:00pm,complete,N/A,Volos NFC,Olympiakos Piraeus,Ioannis Papadopoulos,1,0.00,0.00,0.89,2.19,0,2,2,1,0,1,"","13,73",3,3,2,1,2,0,2,1,0,2,4,13,3,6,1,7,18,20,41,59,0.00,0.00,0.67,1.71,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,11.00,5.50,1.20,1.16,1.54,2.15,4.20,2.00,1.75,Panthessaliko Stadio (Volos)
1723914000,Aug 17 2024 - 5:00pm,complete,N/A,PAOK,Panserraikos,Vasilis Fotias,1,0.00,0.00,1.81,0.72,3,2,5,3,2,1,"35,45'3,60","31,49",9,1,1,0,3,0,1,0,2,1,13,11,8,6,5,5,12,8,64,36,0.00,0.00,1.83,1.24,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.14,6.50,13.00,1.11,1.45,2.15,3.50,2.05,1.70,Stadio Toumbas (Thessaloníki)
1723996800,Aug 18 2024 - 4:00pm,complete,N/A,Levadiakos,Kallithea,N/A,1,0.00,0.00,1.28,0.94,0,0,0,0,0,0,"","",2,5,3,0,6,0,0,3,1,5,12,2,4,0,8,2,14,20,59,41,0.00,0.00,1.38,0.36,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.10,3.20,3.20,1.41,2.29,4.30,8.40,2.05,1.75,Stadio Levadias (Levadia)
1724000400,Aug 18 2024 - 5:00pm,complete,N/A,Panathinaikos,Asteras Tripolis,Anastasios Sidiropoulos,1,0.00,0.00,2.25,1.38,0,1,1,0,0,0,"","52",8,2,3,1,3,0,0,4,3,0,9,10,2,4,7,6,13,14,66,34,0.00,0.00,1.21,1.15,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.27,4.02,7.49,1.17,1.65,2.51,4.40,2.00,1.75,Olympiako Stadio Spyros Louis (Athína (Athens))
1724002200,Aug 18 2024 - 5:30pm,complete,N/A,Atromitos,Aris,Alexandros Tsakalidis,1,0.00,0.00,0.88,1.25,1,1,2,0,0,0,"73","66",3,4,2,0,3,0,1,1,0,3,8,7,6,3,2,4,15,19,49,51,0.00,0.00,1.23,1.01,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.68,3.07,4.00,1.29,1.77,3.34,6.35,1.75,2.00,Stadio Peristeriou (Athína (Athens))
1724007600,Aug 18 2024 - 7:00pm,complete,N/A,AEK Athens,OFI,Spiros Zabalas,1,0.00,0.00,1.88,1.19,3,0,3,2,2,0,"11,14,82","",6,1,3,0,2,0,1,2,1,1,16,4,6,2,10,2,15,9,71,29,0.00,0.00,2.01,0.53,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.13,5.09,11.29,1.12,1.50,2.25,3.64,2.05,1.70,OPAP Arena (Athína (Athens))
1724090400,Aug 19 2024 - 6:00pm,complete,N/A,Panaitolikos,Lamia,Fotis Polychronis,1,0.00,0.00,1.28,0.44,0,1,1,0,0,0,"","65",4,3,2,1,6,1,2,1,3,4,11,13,5,5,6,8,13,19,46,54,0.00,0.00,1.26,1.35,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.13,2.95,2.92,1.33,2.11,3.58,7.00,1.95,1.80,Stadio Panetolikou (Agrinio)
1724517000,Aug 24 2024 - 4:30pm,complete,N/A,OFI,Atromitos,N/A,2,0.00,0.00,1.19,1.81,1,1,2,1,1,0,"9","90'2",4,3,7,1,4,2,3,5,2,4,8,11,3,3,5,8,23,12,38,62,0.00,0.00,1.00,1.32,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.26,3.50,2.85,1.27,1.94,3.05,5.50,1.75,2.00,Stadio Thódoros Vardinoyánnis (Iraklio (Heraklion))
1724518800,Aug 24 2024 - 5:00pm,complete,N/A,Panserraikos,Aris,Stavros Tsimenteridis,2,0.00,1.00,1.33,1.25,0,1,1,1,0,1,"","34",4,2,4,0,6,0,1,3,2,4,7,12,4,9,3,3,18,25,40,60,0.00,1.01,0.98,1.64,1.00,50,50,0,0,0,0,0,50,50,4.00,3.00,2.68,3.15,2.57,1.32,1.80,3.50,6.50,1.80,1.90,Dimotiko Stadio Serron (Serres)
1724524200,Aug 24 2024 - 6:30pm,complete,N/A,AEK Athens,Lamia,Konstantinos Poulikidis,2,3.00,3.00,1.88,0.44,1,1,2,1,0,1,"87","39",13,1,1,0,4,0,0,1,0,4,23,3,6,2,17,1,4,15,80,20,2.01,1.35,2.54,0.41,2.00,0,50,50,0,0,50,50,0,100,9.00,10.00,1.10,8.70,17.50,1.09,1.34,2.00,2.90,2.20,1.60,OPAP Arena (Athína (Athens))
1724601600,Aug 25 2024 - 4:00pm,complete,N/A,Asteras Tripolis,Volos NFC,Anastasios Papapetrou,2,0.00,0.00,1.38,1.28,0,1,1,1,0,1,"","12",13,0,3,0,4,0,2,1,1,3,16,5,6,3,10,2,10,16,70,30,0.00,0.00,2.26,0.62,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.15,3.10,3.40,1.33,2.00,3.66,7.10,1.80,1.95,Stadio Theodoros Kolokotronis (Tripoli)
